0,46.94
1,50.23
2,44.34
3,47.78
4,47.62
5,47.05
6,49.81
7,50.84
8,50.25
9,52.04
0,48.83
1,48.53
2,45.92
3,48.03
4,50.56
5,48.21
6,47.16
7,47.99
8,50.16
9,47.37
